id,region,age,education_years,income,gender,employment_status,marital_status,household_size,weekly_work_hours,support_1,support_2,support_3,support_4,support_5,stress_1,stress_2,stress_3,stress_4,stress_5,life_satisfaction_1,life_satisfaction_2,life_satisfaction_3,life_satisfaction_4,life_satisfaction_5
780,B,23,16,171,female,nonregular,never_married,1,19,3,1,2,3,2,3,2,3,3,3,2,3,2,2,5
781,B,23,16,345,male,regular,never_married,3,39,3,1,2,2,4,2,3,3,3,3,5,4,4,4,2
782,B,55,9,602,female,self_employed,married,5,36,2,3,1,2,2,2,2,3,3,5,3,3,5,3,2
783,B,23,9,257,female,regular,never_married,3,44,3,4,2,5,1,2,3,2,3,4,1,3,2,2,2
784,A,76,12,105,female,not_employed,married,2,0,4,4,2,4,3,1,2,2,1,5,5,4,4,4,1
785,A,59,16,173,female,not_employed,never_married,1,0,3,3,3,3,2,3,4,4,3,3,4,5,5,4,3
786,A,65,12,0,male,not_employed,widowed,1,0,4,4,2,4,2,1,1,2,2,3,4,3,4,2,4
787,A,57,12,112,male,nonregular,divorced,5,33,5,5,5,3,2,3,3,4,2,2,3,3,1,3,2
788,B,61,12,595,female,not_employed,married,2,0,3,2,4,3,2,4,2,2,5,3,2,2,2,3,3
789,B,24,9,584,male,regular,never_married,1,34,3,3,1,3,4,5,5,5,5,1,2,1,3,2,3
790,A,22,16,275,female,regular,married,4,52,3,2,2,2,4,2,3,4,3,2,4,3,5,3,4
791,B,52,14,156,female,not_employed,married,3,0,5,2,4,3,3,4,2,4,3,1,4,2,3,2,2
792,B,61,14,341,female,regular,married,4,38,2,3,3,3,2,4,4,2,3,4,4,3,3,4,4
793,A,21,12,417,male,regular,married,4,41,4,3,3,3,3,2,3,2,3,2,2,3,3,1,4
794,A,34,16,237,male,not_employed,married,5,0,3,4,3,3,3,5,5,5,4,3,2,3,2,3,2
795,A,67,16,731,male,regular,married,4,49,3,1,3,2,3,2,2,2,3,3,3,3,2,3,3
796,A,71,14,416,male,self_employed,widowed,3,43,3,5,3,3,2,5,4,4,3,2,4,1,3,3,2
797,B,31,14,307,male,self_employed,divorced,2,46,2,4,2,4,3,3,3,4,2,2,3,2,1,1,4
798,A,33,12,164,male,self_employed,married,2,22,3,2,3,2,3,3,3,3,3,3,4,2,2,4,3
799,B,32,14,773,female,regular,married,2,40,3,4,3,4,4,2,1,2,1,4,4,4,3,3,2
800,A,42,16,330,male,regular,divorced,4,38,3,3,2,3,3,3,4,2,2,1,3,1,2,4,3
801,B,74,16,0,male,not_employed,widowed,1,0,3,3,2,3,3,5,5,5,5,2,1,3,2,2,3
802,A,78,14,381,female,regular,married,2,31,3,3,5,4,2,4,3,3,2,2,5,5,5,5,1
803,A,53,14,181,male,nonregular,married,2,20,2,1,2,2,2,4,2,3,3,3,3,1,2,1,5
804,B,34,16,126,male,nonregular,married,2,23,2,2,1,2,5,3,3,3,3,3,2,1,3,2,3
805,A,30,12,507,male,self_employed,married,4,30,5,1,2,4,4,3,3,2,3,2,3,1,2,2,4
806,B,73,12,319,female,self_employed,widowed,3,60,4,4,3,4,3,1,1,2,3,3,5,5,5,5,3
807,B,74,16,156,female,self_employed,widowed,1,53,3,3,3,2,2,4,4,4,4,4,3,4,3,3,3
808,A,22,14,195,male,nonregular,never_married,4,18,2,2,3,2,5,5,5,5,5,1,2,2,3,2,1
809,A,70,12,99,male,not_employed,widowed,1,0,3,3,2,3,4,2,2,2,2,4,5,3,5,4,1
810,B,72,12,113,female,nonregular,married,2,28,3,5,3,5,1,4,2,4,3,1,5,5,4,5,2
811,A,50,16,105,male,not_employed,married,4,0,1,3,1,2,3,4,4,3,4,1,2,3,3,4,2
812,A,23,12,182,male,nonregular,never_married,1,14,3,2,1,1,4,2,3,3,2,3,3,3,3,3,2
813,B,45,12,321,female,regular,never_married,1,45,4,3,3,1,2,5,4,4,4,4,1,1,1,1,4
814,B,70,9,0,female,not_employed,married,2,0,3,2,3,3,4,2,3,3,3,4,2,4,4,3,1
815,B,37,16,757,female,regular,never_married,1,39,3,3,4,3,2,3,2,1,2,3,2,1,1,2,5
816,A,40,12,290,female,not_employed,married,6,0,1,1,2,1,3,4,4,4,3,2,2,3,4,3,2
817,A,50,16,525,male,regular,married,4,47,3,4,3,3,3,5,3,3,3,2,3,3,2,2,4
818,A,78,16,455,male,not_employed,widowed,1,0,2,2,3,3,2,4,3,3,4,1,3,3,4,4,3
819,A,25,12,375,female,regular,never_married,1,51,2,3,2,3,2,3,3,3,3,3,2,2,1,2,5
820,A,30,16,342,male,regular,married,4,41,4,3,3,3,3,3,2,5,3,1,4,4,5,5,1
821,A,53,16,248,female,self_employed,married,2,29,5,5,2,4,1,2,1,1,1,5,5,5,5,4,3
822,A,36,12,448,female,regular,married,3,49,2,2,1,2,5,2,4,1,2,3,3,3,5,3,3
823,B,47,16,244,female,self_employed,married,6,28,4,3,3,4,3,3,3,2,3,3,4,3,4,5,2
824,B,67,12,123,male,not_employed,married,5,0,4,4,4,5,2,4,2,1,3,2,5,5,4,3,2
825,A,66,16,389,female,regular,widowed,3,40,2,2,2,2,5,3,4,3,4,2,4,4,2,3,3
826,B,46,16,438,female,self_employed,married,3,45,3,1,4,2,3,2,3,3,3,3,4,3,3,2,2
827,A,24,12,61,female,not_employed,married,6,0,1,1,1,2,5,1,2,1,2,5,3,3,4,3,4
828,A,62,16,356,female,self_employed,married,6,28,5,3,4,5,1,3,2,4,2,3,4,4,3,4,2
829,A,72,12,0,female,not_employed,married,4,0,5,5,3,4,2,2,2,2,3,5,3,3,2,2,5
830,B,27,14,492,other,regular,never_married,1,39,1,2,1,2,3,2,5,4,2,3,3,3,2,3,4
831,A,49,12,276,male,self_employed,married,4,24,4,3,2,2,3,2,3,4,3,1,4,2,1,1,3
832,B,66,9,301,male,self_employed,married,2,25,5,4,4,4,1,2,3,2,2,1,3,2,4,4,1
833,A,44,16,585,male,regular,married,4,49,4,5,4,5,1,3,4,3,3,3,3,1,2,4,2
834,A,63,9,283,female,not_employed,married,4,0,5,5,4,4,3,1,3,2,2,5,4,5,5,4,1
835,A,52,12,687,female,self_employed,married,3,43,4,5,4,3,4,3,3,3,1,4,5,4,3,4,2
836,A,78,12,487,female,self_employed,married,2,50,4,4,4,5,1,2,4,3,2,4,5,4,2,4,3
837,A,51,12,247,male,not_employed,married,5,0,2,5,3,4,1,4,2,1,3,3,5,4,4,5,1
838,B,32,14,598,male,regular,married,2,42,1,2,3,1,3,4,5,4,4,3,2,3,3,1,4
839,B,79,12,142,female,not_employed,married,4,0,4,5,4,4,2,4,4,4,5,2,2,4,3,4,2
840,B,21,12,182,male,self_employed,never_married,1,44,2,2,2,3,2,3,2,5,4,2,2,1,1,2,3
841,B,29,16,625,female,regular,never_married,1,47,2,2,3,1,5,4,5,5,5,1,2,1,1,3,3
842,A,29,12,195,male,nonregular,never_married,1,13,3,2,1,2,3,3,4,4,4,2,2,4,2,3,3
843,B,30,16,542,female,regular,never_married,2,44,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3
844,A,69,18,274,male,regular,divorced,2,39,4,4,4,4,2,4,4,2,5,2,4,4,5,4,1
845,B,25,12,302,female,regular,never_married,1,41,2,2,2,2,4,4,3,4,3,1,1,3,1,1,5
846,A,27,12,515,female,regular,never_married,3,37,3,2,2,3,2,3,2,5,3,4,3,3,1,3,3
847,A,37,14,0,male,not_employed,married,3,0,4,3,5,5,2,3,1,2,2,3,3,5,4,3,2
848,B,64,18,603,female,regular,married,4,42,2,3,1,3,3,3,3,3,3,5,4,3,3,4,3
849,A,65,9,84,female,not_employed,married,2,0,1,2,2,2,4,3,3,4,3,2,3,3,4,4,4
850,A,43,12,178,male,nonregular,married,2,23,3,1,2,3,5,2,2,2,2,2,4,4,4,4,3
851,A,31,16,637,male,regular,married,2,34,4,3,2,3,3,3,2,4,3,2,3,2,1,3,5
852,B,48,9,0,female,not_employed,married,2,0,2,1,2,2,3,5,5,4,5,2,4,2,4,3,4
853,B,42,16,159,female,nonregular,married,3,26,4,2,3,3,5,2,5,4,3,3,4,4,4,4,3
854,B,59,14,341,male,nonregular,married,3,20,3,3,4,2,4,4,4,3,4,5,3,1,3,4,2
855,A,58,12,0,female,not_employed,married,4,0,3,2,2,2,2,4,4,5,4,3,5,5,4,5,4
856,A,32,9,203,male,nonregular,never_married,1,17,1,1,1,2,4,3,3,2,4,1,3,5,4,3,2
857,B,35,14,195,male,nonregular,married,4,21,4,2,3,3,4,5,5,5,4,2,1,1,1,1,4
858,B,27,12,113,female,self_employed,married,2,40,1,4,2,3,5,1,2,2,2,2,3,4,2,4,3
859,B,24,14,645,female,regular,married,6,35,2,3,3,4,3,3,3,2,2,3,2,2,4,2,4
860,A,67,16,180,female,not_employed,married,3,0,4,4,5,5,2,2,2,4,4,4,2,3,3,3,2
861,B,41,18,1082,male,regular,never_married,1,39,3,2,2,2,3,3,3,4,5,3,2,3,3,2,3
862,A,46,18,900,male,regular,married,2,38,5,4,3,2,3,3,2,4,2,5,5,4,4,4,3
863,B,75,12,146,female,not_employed,married,2,0,4,5,5,4,2,1,1,3,2,5,5,5,5,5,1
864,B,37,14,519,female,not_employed,married,2,0,3,3,3,2,3,1,4,2,3,2,3,1,1,2,4
865,A,51,12,308,male,self_employed,married,2,43,3,5,5,5,1,2,3,2,3,4,5,5,5,5,2
866,A,65,18,85,female,not_employed,married,3,0,1,2,1,2,3,4,4,4,5,2,4,4,3,3,2
867,B,64,14,133,male,nonregular,married,2,16,5,5,5,5,2,5,3,4,4,3,2,3,3,2,4
868,B,67,12,93,male,not_employed,married,3,0,5,5,5,5,1,1,1,1,1,3,4,5,4,4,1
869,B,58,16,364,male,self_employed,widowed,3,48,3,4,3,2,4,3,2,2,2,4,5,3,5,4,2
870,B,66,12,168,female,not_employed,widowed,6,0,4,3,2,2,3,2,3,3,3,2,2,2,2,3,2
871,B,61,14,655,female,self_employed,never_married,3,36,2,2,3,3,2,2,2,4,2,4,1,1,2,3,3
872,B,64,16,146,male,not_employed,widowed,1,0,2,2,3,2,3,3,1,2,3,2,3,3,2,3,4
873,A,77,12,128,male,not_employed,divorced,2,0,4,5,5,4,3,4,3,2,4,4,4,3,3,5,2
874,A,38,9,288,female,not_employed,married,3,0,4,1,3,2,2,2,2,2,3,3,3,2,2,3,5
875,B,66,14,189,female,not_employed,divorced,1,0,3,3,4,4,4,2,4,3,3,2,3,4,2,2,3
876,A,59,9,153,male,nonregular,widowed,1,16,5,4,5,5,1,2,3,1,3,2,2,2,4,2,5
877,B,46,12,393,male,regular,married,4,42,4,3,3,5,4,5,4,4,5,4,2,3,3,2,2
878,A,69,12,0,male,not_employed,married,4,0,3,1,4,2,2,3,3,3,4,2,3,3,2,4,4
879,B,40,16,723,male,regular,married,3,39,3,3,3,2,2,5,3,4,4,3,3,2,3,2,3
880,A,70,9,0,female,not_employed,widowed,1,0,2,2,2,2,4,4,3,3,3,4,2,2,3,2,4
881,B,76,12,54,female,not_employed,married,2,0,4,4,4,4,2,2,1,1,2,5,5,5,5,5,2
882,A,47,18,404,female,self_employed,married,2,39,2,2,1,2,3,2,3,4,2,4,1,1,1,2,5
883,A,40,16,945,male,regular,married,2,33,3,1,4,2,2,3,4,3,4,2,3,3,4,5,4
884,B,56,12,285,male,not_employed,married,3,0,4,3,3,3,4,2,3,3,3,3,2,3,2,2,2
885,B,58,9,108,male,not_employed,married,2,0,3,3,1,3,4,5,4,5,5,2,2,3,2,3,3
886,A,42,16,458,female,regular,married,5,38,4,2,5,3,2,3,3,3,3,4,4,2,4,2,2
887,B,63,14,0,male,not_employed,widowed,1,0,3,2,4,4,1,2,2,2,3,5,4,4,4,4,2
888,A,20,12,417,male,regular,never_married,1,39,3,4,3,2,4,1,1,2,2,5,1,1,3,3,4
889,B,62,12,2393,male,self_employed,married,2,45,1,4,3,3,4,3,4,5,4,1,3,4,2,2,3
890,A,47,14,105,male,nonregular,widowed,1,33,4,3,3,3,4,2,2,2,3,3,4,4,3,4,2
891,B,50,16,516,male,regular,married,2,39,3,4,3,3,2,3,5,4,4,2,2,3,2,3,2
892,A,69,12,222,male,not_employed,married,2,0,2,4,3,4,4,2,3,1,3,5,5,4,4,3,2
893,B,48,16,105,male,nonregular,married,2,15,2,1,4,2,5,4,2,5,4,3,1,2,1,1,5
894,B,74,12,0,male,not_employed,married,3,0,1,1,1,2,5,3,5,3,3,4,2,3,2,3,3
895,A,42,12,964,male,self_employed,never_married,3,28,2,3,1,3,3,4,5,3,4,2,5,4,5,4,3
896,B,54,12,329,female,regular,married,2,40,3,1,4,2,4,4,3,3,4,3,3,3,3,3,4
897,A,21,12,369,female,regular,never_married,1,40,1,3,2,1,3,5,3,5,3,2,2,3,2,2,4
898,A,32,12,414,female,regular,married,2,39,1,2,3,1,3,3,3,3,1,2,3,3,4,2,4
899,B,38,16,372,male,regular,married,3,35,1,3,3,2,5,5,5,5,5,2,4,3,5,3,3
900,A,64,12,0,male,not_employed,married,2,0,3,3,2,2,5,5,5,5,5,2,2,3,4,1,3
901,B,48,16,295,other,nonregular,married,4,20,3,4,4,3,2,2,2,3,2,5,4,5,5,5,1
902,B,70,12,663,male,self_employed,widowed,4,33,2,4,3,3,3,2,1,3,3,3,4,5,5,5,2
903,B,33,12,920,female,self_employed,never_married,5,45,1,3,3,2,3,2,1,2,2,3,5,3,5,2,3
904,A,36,16,426,male,regular,never_married,1,39,4,2,2,4,3,3,4,2,3,4,3,3,3,4,3
905,B,64,12,316,female,not_employed,never_married,2,0,2,1,2,2,4,3,4,3,3,4,5,4,5,3,1
906,B,76,16,245,female,not_employed,widowed,1,0,2,1,4,3,2,3,4,3,4,2,1,2,2,2,4
907,B,76,14,56,female,not_employed,married,3,0,4,5,4,4,3,1,1,1,1,5,5,4,5,5,1
908,B,59,14,516,female,self_employed,married,4,40,3,3,4,4,4,4,3,2,3,2,2,4,4,3,3
909,A,39,12,297,male,regular,divorced,1,45,3,2,4,4,2,3,5,5,3,2,3,4,3,4,3
910,A,29,16,693,male,regular,married,2,40,2,2,1,1,4,5,4,4,5,2,1,1,1,2,4
911,A,73,12,70,male,not_employed,widowed,1,0,4,3,2,4,1,2,3,2,3,3,4,4,4,5,4
912,A,47,12,452,female,regular,divorced,1,31,2,1,2,2,4,3,2,1,2,3,3,4,3,3,2
913,B,24,12,266,female,nonregular,never_married,1,13,2,1,1,3,4,5,3,5,5,1,3,1,2,3,5
914,B,71,9,426,male,self_employed,married,4,33,3,5,5,5,1,1,1,2,1,5,4,4,3,4,2
915,A,44,14,1005,male,regular,never_married,6,45,3,2,2,3,5,4,4,3,5,3,1,2,2,2,3
916,A,34,12,483,female,regular,never_married,1,42,2,4,3,2,4,3,3,3,3,2,3,3,4,5,2
917,B,37,14,139,female,not_employed,married,2,0,3,3,2,2,4,3,4,3,4,3,2,1,1,2,4
918,A,46,14,110,female,nonregular,married,3,12,2,3,3,3,3,5,5,3,2,3,2,2,1,1,4
919,A,74,16,294,female,regular,married,3,43,4,1,5,4,3,2,1,1,2,5,3,3,4,3,3
920,B,26,12,410,other,regular,never_married,1,36,2,2,2,3,4,5,4,5,5,2,2,1,3,1,4
921,B,33,12,0,male,not_employed,married,4,0,2,1,1,2,4,4,5,4,4,3,4,1,2,2,5
922,B,66,12,188,female,self_employed,married,2,41,5,5,5,5,4,1,2,1,2,4,2,2,4,3,4
923,B,76,16,51,female,not_employed,widowed,3,0,2,3,2,3,2,4,3,5,4,3,4,3,2,4,4
924,A,69,12,414,male,not_employed,married,4,0,2,3,2,2,2,2,3,4,1,5,2,4,3,3,4
925,B,49,9,169,female,not_employed,married,5,0,3,3,4,3,3,4,3,3,4,3,2,2,2,4,2
926,B,70,14,118,female,not_employed,married,2,0,4,3,5,4,4,2,2,2,3,4,4,3,4,4,1
927,A,66,12,145,female,not_employed,divorced,1,0,3,4,4,3,2,1,1,1,1,3,4,5,5,5,1
928,B,45,12,405,male,regular,married,6,38,2,2,3,2,3,3,5,5,4,1,2,3,2,3,3
929,B,34,16,601,female,self_employed,never_married,1,38,2,1,1,2,4,2,5,4,3,2,1,2,2,2,4
930,A,23,12,528,female,regular,never_married,2,37,2,3,2,3,2,3,1,5,3,5,3,4,3,3,3
931,B,29,16,89,female,not_employed,never_married,1,0,1,2,3,3,3,3,1,2,2,5,4,2,3,3,5
932,B,32,16,497,male,regular,married,3,36,1,1,1,1,4,4,3,4,3,4,1,1,2,1,4
933,A,39,9,85,female,not_employed,married,2,0,3,3,4,3,3,2,4,4,3,1,4,4,5,3,2
934,B,28,12,399,female,regular,never_married,2,35,1,2,1,1,5,4,3,3,4,3,1,1,1,1,3
935,A,21,12,183,female,nonregular,never_married,2,13,3,1,1,1,5,3,4,4,4,1,2,2,1,2,4
936,A,78,12,0,male,not_employed,married,4,0,5,5,5,4,1,2,2,2,2,2,4,4,5,5,1
937,A,24,12,213,female,regular,never_married,1,39,3,2,3,2,2,3,2,2,2,4,2,3,2,4,2
938,A,62,14,465,male,regular,married,3,40,2,3,1,2,4,4,4,4,5,1,1,1,1,1,5
939,A,74,16,235,male,self_employed,married,3,40,4,4,5,5,1,2,2,3,2,3,3,3,4,3,3
940,A,33,18,943,female,regular,married,4,46,4,5,5,4,2,3,4,3,3,1,5,3,4,4,3
941,A,71,16,470,female,regular,married,3,45,5,5,3,4,2,2,4,3,2,4,3,4,3,4,4
942,A,79,14,166,female,regular,married,3,41,4,5,5,4,4,2,2,1,1,5,5,4,4,5,1
943,B,23,12,149,female,nonregular,never_married,3,19,3,3,4,4,3,4,5,2,5,4,1,2,1,2,4
944,B,53,12,611,other,not_employed,never_married,1,0,3,5,3,5,3,2,3,2,3,2,2,3,4,3,4
945,A,21,12,268,female,regular,never_married,1,40,1,3,3,1,4,3,1,4,4,3,2,1,2,1,4
946,A,69,12,750,female,self_employed,married,3,34,3,3,4,4,2,1,1,2,3,4,5,3,4,5,1
947,A,44,14,85,male,nonregular,never_married,3,22,3,2,2,1,3,3,3,5,4,2,2,1,3,2,4
948,B,73,16,142,female,self_employed,widowed,1,34,4,3,5,5,1,2,1,1,1,5,5,5,5,5,1
949,A,57,12,136,male,not_employed,married,5,0,3,3,3,3,2,3,3,4,4,2,3,3,3,3,4
950,A,24,12,332,male,regular,never_married,1,40,3,4,3,2,4,5,5,5,4,3,4,2,4,1,4
951,B,34,9,171,male,nonregular,married,2,20,5,5,5,4,1,2,3,2,2,2,4,3,2,2,2
952,A,52,9,51,male,not_employed,married,4,0,4,3,3,3,3,5,4,5,5,2,4,3,2,4,3
953,B,46,16,221,female,nonregular,married,4,25,5,4,3,4,3,2,2,2,3,3,5,3,4,4,2
954,A,65,12,345,female,regular,married,2,38,4,3,3,3,3,2,3,1,2,3,3,5,3,5,3
955,B,46,12,480,male,regular,married,2,36,3,3,3,3,3,3,3,3,4,1,4,3,4,2,3
956,B,57,9,77,male,not_employed,married,4,0,3,2,4,3,2,2,3,2,4,5,2,2,2,3,3
957,B,33,14,275,male,regular,divorced,1,35,3,3,4,3,3,2,2,3,2,4,3,3,1,3,3
958,A,63,14,541,male,self_employed,married,5,23,4,3,4,2,1,4,4,4,3,1,3,4,3,3,3
959,B,52,12,443,female,self_employed,married,4,43,2,2,3,2,1,5,5,2,5,2,5,5,4,4,2
960,A,32,12,87,male,not_employed,married,3,0,2,1,1,1,5,5,4,4,4,3,3,3,2,3,4
961,A,51,14,43,female,not_employed,married,2,0,4,3,4,3,3,3,2,1,3,5,4,4,3,3,4
962,B,46,12,391,male,self_employed,married,3,25,5,2,5,4,3,1,2,3,2,2,4,4,3,3,3
963,A,62,12,104,female,not_employed,married,2,0,4,4,3,4,3,4,4,3,4,3,1,3,1,4,3
964,A,45,16,268,female,self_employed,married,4,35,2,3,1,3,2,3,4,2,1,3,3,3,2,1,4
965,A,79,12,0,male,not_employed,married,3,0,3,4,4,4,5,3,4,2,4,4,2,3,3,3,3
966,A,70,9,0,female,not_employed,married,4,0,5,5,4,4,1,3,3,3,3,4,3,3,4,3,2
967,A,59,16,664,female,regular,married,2,32,5,5,5,5,1,3,2,2,1,4,5,4,5,5,1
968,B,78,18,630,male,self_employed,married,4,33,5,5,5,5,1,2,2,2,2,3,5,5,5,5,1
969,B,41,14,669,female,regular,married,4,48,3,4,4,3,4,3,5,5,3,2,2,2,3,2,2
970,A,53,16,116,male,not_employed,divorced,2,0,3,3,3,3,3,4,3,3,4,2,2,2,3,3,2
971,B,47,12,514,male,regular,never_married,1,37,4,3,4,5,2,2,2,2,3,3,2,2,4,3,4
972,B,78,16,0,female,not_employed,widowed,1,0,4,4,4,4,3,2,2,1,2,2,4,4,3,4,2
973,A,56,12,68,male,not_employed,married,3,0,3,2,3,3,4,3,3,3,3,4,5,3,3,5,3
974,B,42,16,0,female,not_employed,married,2,0,4,3,4,3,3,5,5,3,4,4,2,3,2,2,2
975,B,64,18,350,female,not_employed,divorced,1,0,2,4,2,3,2,2,2,2,1,5,5,3,5,4,1
976,B,62,12,229,male,self_employed,divorced,1,34,4,3,4,5,3,3,3,3,3,3,4,3,5,3,2
977,B,65,12,180,male,nonregular,widowed,1,16,5,4,4,3,1,3,3,4,3,2,5,5,4,5,1
978,B,68,14,321,male,regular,married,5,35,3,3,1,3,3,4,5,2,4,4,2,4,2,2,3
979,A,69,12,68,female,not_employed,never_married,2,0,5,4,4,5,2,3,2,2,3,3,4,1,2,4,3
980,B,59,16,127,male,not_employed,married,3,0,3,3,3,3,4,3,2,4,2,4,5,4,4,5,2
981,B,71,12,183,female,not_employed,married,3,0,3,4,4,3,3,5,4,4,5,2,3,2,4,3,2
982,B,71,14,301,female,nonregular,widowed,1,13,4,3,3,5,4,3,4,4,3,2,5,5,5,4,3
983,A,67,16,0,male,not_employed,married,2,0,3,1,2,2,3,5,4,5,5,1,3,3,3,2,3
984,A,51,16,542,male,regular,never_married,1,34,4,4,5,4,2,2,1,1,2,5,4,3,3,3,3
985,A,46,16,402,male,regular,divorced,1,40,2,2,4,3,2,3,2,4,1,3,3,3,2,3,3
986,A,33,14,246,male,nonregular,married,4,16,3,2,4,3,2,2,2,3,3,3,1,1,2,3,3
987,A,61,12,401,male,nonregular,married,4,17,2,4,3,4,3,5,3,4,4,4,3,4,3,4,4
988,A,35,9,125,female,not_employed,never_married,1,0,4,4,5,5,2,4,3,2,4,3,4,5,4,3,2
989,B,60,12,0,male,not_employed,married,3,0,3,3,4,3,3,4,3,4,4,2,3,3,4,1,3
990,A,26,18,811,male,regular,never_married,1,39,2,1,2,1,4,5,3,5,5,1,1,1,2,1,5
991,B,65,14,635,female,regular,widowed,1,44,4,3,4,3,2,3,2,2,2,4,3,2,3,4,4
992,A,42,18,493,male,regular,married,3,41,3,3,3,3,4,3,5,3,3,1,2,3,5,2,3
993,A,51,12,225,male,nonregular,married,2,27,2,3,4,4,3,4,5,5,4,3,3,4,2,4,1
994,B,73,12,408,male,regular,divorced,2,40,3,2,2,2,4,3,3,2,4,3,3,5,2,4,3
995,B,67,9,159,male,self_employed,widowed,1,51,1,3,1,2,4,3,4,3,4,3,4,3,4,4,4
996,B,54,16,640,female,self_employed,married,4,43,2,4,3,2,5,1,3,1,2,4,3,2,4,4,4
997,A,32,14,288,male,not_employed,married,2,0,4,2,4,4,3,1,1,1,1,4,1,1,1,1,5
998,B,62,14,0,female,not_employed,divorced,1,0,5,5,5,5,1,2,2,3,3,1,5,5,4,5,2
999,B,22,9,213,female,regular,never_married,2,36,2,2,1,3,5,2,3,2,1,3,3,4,2,3,2
1000,B,56,14,472,male,regular,married,2,35,2,2,1,2,4,4,4,3,4,3,2,1,1,1,4
